0	16	2	0	18	17	2	3	2	5	1	6	38	11	4	0	8	12	1	3	26	16	2	5	8	16	1	3	8	0	2	3	8	15	1	6	8	9	1	4	25	1	2	3	2	19	1	8	35	20	4	4	0	14	1	8	2	11	1	8	39	12	4	0	4	13	1	4	4	17	2	6	12	20	2	8	0	18	4	1	30	5	2	4	1	2	1	5	8	7	2	8	10	22	2	7	2	20	4	5	24	12	2	6	16	0	1	5	2	10	1	5	34	7	4	5	38	1	4	0	28	7	4	5	4	3	2	8	39	16	4	0	2	3	2	0	26	7	2	0	8	20	2	0	0	1	4	0	0	9	2	0	38	15	4	0	26	6	1	0		
37	15	4	1	31	19	1	1	10	11	4	2	1	17	1	8	15	11	4	6	32	5	1	1	37	11	4	2	23	6	4	3	19	0	2	8	1	19	1	2	19	15	2	8	14	2	4	8	1	15	2	8	22	11	4	4	11	0	2	3	37	20	4	1	18	20	4	8	11	21	2	0	7	0	2	1	0	10	1	8	27	8	2	1	13	18	2	8	14	6	4	8	28	11	4	8	1	20	4	8	1	2	4	0	0	6	4	8	0	20	4	0	39	15	4	0	39	7	4	0	37	0	4	2	13	11	4	1	23	2	4	3	2	2	4	4	31	20	4	3	29	4	4	2	27	20	4	1	35	20	4	1	7	2	4	1	9	6	4	4		
0	11	4	3	4	12	4	7	0	21	2	4	8	17	1	7	0	20	1	6	1	5	2	5	13	6	2	8	4	11	1	8	0	9	1	7	0	2	2	4	29	5	1	1	36	22	2	1	1	7	1	2	24	21	1	3	6	0	2	7	10	21	2	6	30	15	1	1	8	18	1	7	24	2	2	7	0	4	1	6	12	8	1	3	0	23	1	8	0	8	1	2	1	19	1	8	22	0	2	8	3	16	1	8	32	9	1	1	12	15	1	3	28	4	1	2	28	20	1	2	31	7	2	3	20	10	1	4	10	2	2	6	24	22	1	2	13	5	1	3	0	17	2	3	0	10	1	4	12	12	1	4	26	13	2	6	12	13	2	6		
36	8	4	3	8	12	1	7	21	6	2	3	18	4	2	2	8	13	1	7	24	4	2	7	22	22	2	2	0	10	4	4	1	21	1	8	16	11	1	2	16	0	2	8	0	9	1	8	16	10	1	2	0	8	1	8	6	0	4	2	3	18	1	5	6	14	4	4	0	4	2	2	9	4	4	5	10	19	2	8	18	16	2	8	16	22	2	2	0	16	4	2	11	16	2	2	28	22	2	2	0	14	2	2	37	20	4	2	28	18	2	4	6	10	2	2	0	6	2	2	10	22	2	2	12	2	2	4	28	14	2	2	34	6	2	2	0	0	2	2	22	2	2	2	15	6	2	2	16	14	2	4	9	0	2	2	28	2	2	4		
11	7	4	7	0	9	1	0	4	5	1	4	32	5	1	1	13	0	4	5	8	19	4	7	26	12	4	8	38	12	4	1	16	12	4	8	31	19	4	5	8	7	4	2	16	19	4	5	13	17	1	2	28	6	4	8	4	6	1	5	0	0	4	3	19	0	4	8	0	19	4	2	25	17	1	2	25	10	1	2	4	7	4	3	4	18	1	8	10	12	4	5	37	8	4	2	1	4	4	2	37	19	4	2	22	19	4	8	0	23	1	8	4	0	4	8	0	12	4	8	31	0	4	8	4	16	1	8	1	11	1	8	4	4	1	8	0	16	1	0	4	17	1	0	0	8	1	0	36	23	1	0	0	10	1	0	0	18	1	0		
20	4	4	5	0	8	1	6	4	2	2	7	0	4	1	2	37	6	4	1	28	6	4	8	34	2	2	2	0	15	2	8	19	11	4	5	15	13	2	1	34	14	2	2	22	18	2	8	18	16	2	8	0	7	1	4	12	4	1	1	1	11	2	8	15	5	2	1	11	22	2	1	15	22	2	4	0	22	2	4	11	13	2	1	0	13	2	4	26	10	2	5	36	16	2	1	27	14	2	1	0	2	2	1	0	17	2	8	28	20	2	5	14	9	2	5	28	0	2	5	14	0	2	6	14	20	2	6	0	9	2	6	0	19	2	6	20	2	2	6	25	12	2	6	0	5	2	6	26	4	2	6	25	22	2	6	0	0	2	6		
31	12	4	8	31	0	4	8	3	16	4	7	0	8	4	6	23	4	4	8	7	20	4	8	1	0	4	1	32	11	1	1	33	20	4	6	0	16	4	2	7	8	4	7	26	20	4	2	32	16	4	7	15	16	4	8	15	4	4	7	15	0	4	7	32	4	4	7	15	12	4	7	24	16	4	7	23	12	4	7	29	20	4	1	15	8	4	8	17	20	4	8	6	12	4	8	0	20	4	2	7	4	4	2	24	8	4	0	4	0	4	0	11	16	4	3	4	4	4	0	3	4	4	0	5	4	4	1	3	20	4	3	11	0	4	3	25	0	4	3	4	12	4	0	29	8	4	0	16	20	4	0	5	12	4	0	29	0	4	1		
0	5	2	6	16	5	1	5	6	0	4	5	30	3	1	1	2	13	4	8	22	19	4	5	0	8	2	1	1	14	4	0	14	6	1	5	8	19	4	6	32	20	1	0	39	11	4	0	15	19	4	6	0	20	4	6	12	15	1	6	4	8	1	8	12	1	1	6	7	23	1	6	4	4	1	8	3	7	1	8	23	14	1	1	0	18	1	8	0	10	1	2	4	9	1	8	12	10	1	6	0	11	1	8	12	2	1	6	11	13	1	6	11	14	1	2	4	17	1	8	32	21	1	1	1	12	1	8	14	3	1	1	30	22	1	1	12	0	1	6	14	16	1	1	22	3	1	1	0	19	1	1	28	16	1	2	28	19	1	2		
0	8	4	2	24	2	2	1	12	14	1	6	39	19	4	0	24	15	4	6	39	0	4	0	38	19	4	0	12	6	1	5	33	1	4	5	21	4	1	2	0	2	1	5	3	9	4	6	25	9	4	6	0	1	1	5	0	7	1	7	0	6	1	2	0	5	1	8	22	23	1	1	0	21	1	8	0	0	1	8	32	7	1	1	0	20	1	8	0	19	1	8	23	22	1	1	3	8	1	8	0	13	1	8	31	23	1	1	32	9	1	1	10	23	1	2	12	22	1	1	31	18	1	1	13	12	1	2	16	17	1	1	16	16	1	1	31	15	1	1	13	11	1	2	4	14	1	1	2	23	1	1	13	10	1	2	0	15	1	2		
10	23	1	1	0	5	4	1	35	2	4	4	32	6	4	7	12	19	1	6	0	14	4	3	4	14	4	5	12	20	2	7	10	16	1	6	14	2	1	0	0	18	1	4	10	22	1	5	28	21	1	2	4	21	1	1	38	0	2	0	4	6	1	4	4	4	1	6	0	2	2	5	4	11	1	8	34	22	2	2	0	19	2	5	24	5	2	1	2	5	2	0	34	14	2	1	30	9	2	0	4	9	2	8	18	2	2	7	20	0	2	8	22	12	2	8	26	7	2	1	0	9	2	1	22	17	2	8	16	12	2	2	10	12	2	2	10	14	2	2	0	0	2	8	8	7	2	8	16	14	2	8	22	9	2	2	4	22	2	2		
2	5	4	5	22	22	2	8	6	11	2	6	12	22	2	3	30	16	1	0	0	16	4	0	8	17	1	6	4	20	4	7	0	5	4	1	31	4	4	8	12	13	1	6	4	10	1	8	24	20	1	3	6	0	1	4	1	18	2	8	12	3	1	6	0	9	1	4	11	4	1	4	20	20	1	0	6	15	2	7	28	12	1	2	0	21	2	1	22	15	1	0	18	14	1	1	26	14	2	6	23	8	2	6	20	19	1	4	0	15	1	0	20	2	1	4	26	0	2	6	0	1	1	4	12	21	1	6	20	11	1	4	0	2	1	4	36	16	1	0	4	17	1	0	19	18	1	4	0	23	1	0	36	17	1	0	12	20	1	1		
0	16	4	8	0	6	1	1	33	8	4	0	27	18	2	3	15	1	4	4	8	14	2	4	19	18	4	4	20	0	4	7	1	5	1	7	0	11	4	7	0	9	2	8	9	16	2	8	34	4	4	5	6	22	2	8	8	12	2	4	6	0	4	8	2	22	2	1	1	7	2	8	9	18	2	1	0	20	2	8	18	18	4	0	23	10	2	4	36	8	2	1	0	22	2	0	28	1	4	4	23	12	2	5	24	20	4	5	19	6	4	1	33	3	4	0	35	16	4	0	32	14	4	1	28	6	4	4	35	20	4	4	35	11	4	4	18	11	4	4	30	20	4	4	34	0	4	4	0	1	4	4	23	6	4	4	27	14	4	4		
26	9	2	1	26	0	4	8	30	9	2	3	22	6	2	8	24	19	2	5	38	4	2	0	0	11	1	4	4	21	1	8	0	13	2	5	18	6	2	1	4	0	4	5	19	22	2	2	18	4	2	8	0	4	2	8	22	17	4	0	35	13	4	0	2	8	1	4	8	22	2	0	29	15	4	1	19	15	2	3	16	16	4	1	0	9	2	3	10	18	2	2	8	10	1	1	8	17	1	1	0	20	1	4	14	9	1	1	36	14	2	1	31	15	2	1	36	22	2	1	36	11	2	1	25	22	2	1	10	15	2	1	18	2	2	1	23	13	2	1	20	10	2	2	12	12	2	3	0	22	2	3	27	13	2	3	0	17	2	3		
2	12	1	4	4	19	4	4	21	9	2	5	3	13	1	8	30	1	4	6	21	7	2	8	9	17	4	4	18	18	4	1	0	8	4	8	14	4	4	6	14	17	1	0	32	14	2	3	16	0	2	6	20	20	1	4	28	23	1	2	0	15	4	8	21	5	2	8	13	14	2	8	4	6	2	4	10	8	4	8	1	14	1	2	0	4	2	6	19	8	4	1	22	11	2	8	20	17	2	0	11	22	1	6	26	16	2	6	0	23	1	6	0	6	2	1	34	9	2	2	1	3	1	6	0	19	4	3	0	1	1	3	1	2	1	6	14	18	4	3	0	0	1	3	23	18	1	3	20	21	1	4	10	16	1	3	22	19	1	3		
39	1	4	0	1	15	1	8	19	4	1	4	32	6	2	3	11	6	4	4	2	10	1	8	13	16	4	1	17	1	4	1	28	11	2	1	7	20	4	5	22	13	2	5	14	13	1	1	5	7	2	2	17	23	1	1	30	2	2	2	4	5	1	8	4	2	1	2	24	8	2	6	13	20	4	2	1	19	1	2	1	1	1	2	16	17	2	3	16	20	4	0	16	6	2	5	5	11	4	8	1	3	4	2	38	9	4	1	19	0	4	8	32	16	4	0	1	11	4	3	1	0	1	3	0	20	4	0	8	16	1	0	0	0	4	0	39	20	4	0	0	11	4	0	0	7	4	1	34	11	4	1	28	0	4	1	37	15	4	1		
12	14	2	8	0	4	2	7	37	16	4	1	5	18	1	7	15	8	2	7	5	6	1	5	3	12	4	8	22	10	4	8	0	19	1	8	29	20	2	4	23	1	1	1	16	23	1	5	0	20	4	4	0	12	4	2	0	16	2	5	10	20	4	0	22	4	2	8	39	16	4	0	34	6	4	4	12	16	2	8	36	2	2	1	4	10	2	8	31	10	4	8	22	7	1	0	32	6	4	1	33	16	2	1	5	8	2	4	11	20	4	4	16	2	2	2	6	0	2	2	22	2	2	2	30	14	4	2	16	4	2	2	17	21	2	2	0	0	4	2	34	0	2	2	16	12	2	2	3	0	4	2	5	20	4	4	0	6	4	4		
16	7	2	5	18	22	2	6	0	19	1	4	0	2	1	8	15	11	1	2	38	18	2	0	22	12	4	1	24	3	4	3	0	0	2	8	37	3	4	0	0	7	4	3	24	15	1	3	18	9	2	8	36	20	2	1	36	9	4	3	9	16	2	3	28	3	2	3	17	15	4	0	16	3	4	5	28	7	2	5	35	16	4	0	4	7	2	5	4	13	2	8	19	0	2	3	18	20	2	8	28	5	2	3	0	15	4	8	26	16	4	8	27	11	4	8	0	3	4	8	5	20	4	3	13	20	4	3	17	20	4	0	36	0	4	0	20	15	4	1	38	3	4	1	2	20	4	1	36	16	4	1	9	3	4	3	0	11	4	3		
8	14	1	4	0	2	4	1	3	9	2	7	20	12	1	4	12	6	1	6	31	0	4	4	0	12	1	4	35	8	4	4	0	7	4	2	24	0	4	6	3	11	1	7	3	7	2	8	10	23	1	2	4	17	1	8	23	8	1	2	38	0	2	0	0	20	1	8	22	18	2	8	0	17	1	0	0	18	2	4	36	2	2	1	4	5	1	8	10	15	1	4	6	2	2	8	0	6	1	1	21	7	1	2	2	3	2	1	36	20	2	1	0	15	2	4	10	16	1	4	0	21	1	4	30	15	2	4	0	0	2	5	21	9	2	5	12	4	1	5	0	22	1	5	2	13	1	5	28	13	2	5	10	18	2	5	24	22	2	5		
3	2	4	5	18	23	1	2	8	0	2	6	21	6	2	7	36	2	2	1	0	13	2	5	9	2	4	2	3	0	2	1	0	20	2	4	8	16	2	2	10	19	2	5	22	2	2	4	36	12	2	1	0	11	2	3	2	15	4	5	19	8	2	0	1	7	2	8	0	16	4	1	1	9	2	8	39	6	4	0	19	10	2	0	30	14	4	8	18	12	2	8	8	11	2	4	30	22	2	4	18	21	2	0	22	0	2	8	30	4	2	4	0	3	4	2	20	16	2	4	14	16	2	2	12	2	2	4	12	4	2	8	21	8	2	8	22	18	2	8	22	10	2	8	22	20	2	8	0	22	2	8	12	14	2	8	39	14	4	0		
2	5	1	7	5	6	4	6	25	20	4	8	10	1	2	7	0	0	1	2	2	1	4	2	2	16	1	3	12	3	2	6	26	0	4	3	16	11	1	4	16	8	1	5	12	19	1	5	34	2	2	2	14	0	1	2	34	4	4	5	2	11	2	6	16	9	1	5	17	6	2	5	30	1	4	2	34	21	2	2	9	20	4	6	31	14	4	8	2	20	4	6	16	20	4	8	12	13	1	6	18	14	4	8	4	18	1	8	0	19	1	2	4	10	1	8	0	2	2	0	0	16	2	0	4	14	2	3	12	9	1	0	36	19	1	0	0	13	1	0	0	18	1	0	29	6	1	0	12	7	1	0	36	20	1	0	27	15	1	0		
3	13	4	4	32	20	4	7	4	12	1	8	8	10	1	5	20	17	2	6	6	5	1	6	4	4	1	7	36	4	2	1	0	6	4	6	5	20	4	6	0	10	2	1	2	12	4	0	1	0	4	6	8	15	1	6	23	6	4	8	0	19	1	8	7	6	2	7	32	7	4	7	8	11	1	7	8	3	1	7	36	19	1	0	28	21	1	0	24	1	2	7	7	8	2	7	8	1	2	7	8	16	1	7	8	13	1	7	4	10	2	1	34	17	2	0	16	17	2	1	8	14	1	7	12	20	2	7	8	0	1	7	0	17	2	7	12	22	2	7	36	17	2	1	0	20	2	1	0	4	2	1	28	22	2	1	1	22	2	1		
16	15	4	3	4	10	1	3	12	8	1	0	8	5	2	6	8	7	1	5	3	15	4	5	8	14	1	6	0	15	4	1	4	19	1	7	0	20	4	2	4	9	1	5	29	9	1	1	0	4	1	8	27	10	4	1	30	20	4	5	0	0	4	2	32	5	4	3	16	8	1	3	9	15	4	6	20	10	4	6	38	0	4	1	15	0	4	8	1	11	4	6	36	20	4	3	36	10	4	3	11	0	4	3	29	0	4	8	16	20	4	8	0	7	4	3	36	16	4	3	24	15	4	3	20	15	4	3	28	15	4	3	5	20	4	3	7	0	4	3	4	5	4	3	25	20	4	3	3	0	4	3	24	0	4	3	36	4	4	3		
0	9	1	0	0	18	4	1	6	15	2	3	35	5	4	4	0	5	4	1	34	5	4	0	4	9	1	0	0	0	2	6	8	2	2	0	2	12	1	8	4	19	1	6	32	19	1	1	28	4	1	2	22	7	2	1	2	4	1	1	30	0	2	4	6	22	2	2	22	22	2	3	2	5	2	8	20	5	2	6	2	10	2	8	22	20	2	8	12	22	2	4	14	13	2	8	22	15	2	8	14	17	2	8	22	0	2	3	26	7	2	3	14	2	2	8	2	7	2	8	20	10	2	8	4	20	2	8	2	13	2	3	14	15	2	3	32	13	2	3	32	2	2	3	32	17	2	3	0	2	2	3	2	17	2	3	14	0	2	3		
26	18	2	6	15	10	4	1	35	14	4	4	0	1	2	1	18	6	4	2	11	0	1	5	4	1	1	8	10	6	4	1	0	3	2	4	10	2	4	8	2	11	1	1	16	20	4	7	0	18	2	8	21	2	2	6	33	4	2	0	0	9	2	4	19	4	2	1	23	4	2	4	21	6	2	1	5	5	4	4	23	12	4	4	35	6	4	4	13	6	4	4	21	16	4	4	10	10	4	4	0	5	4	4	10	20	4	5	25	20	4	7	23	8	4	4	35	2	4	4	1	20	4	8	0	14	4	8	17	10	4	5	9	14	4	5	28	10	4	5	34	10	4	5	28	6	4	5	29	14	4	5	15	14	4	5	33	20	4	6		
11	21	2	7	8	11	4	3	5	1	4	3	0	15	2	8	14	4	2	1	16	6	2	6	18	9	4	5	9	0	4	6	5	20	4	0	2	5	4	7	31	20	4	8	12	8	1	6	18	13	1	4	27	0	4	4	18	15	4	8	0	1	4	4	19	1	1	1	31	4	4	8	16	14	1	5	4	19	1	8	30	20	4	0	5	11	4	0	0	18	4	0	27	9	4	0	17	0	1	0	15	11	4	0	1	20	4	0	19	23	1	1	3	20	4	1	0	17	1	1	6	18	1	1	0	11	4	1	32	0	1	1	2	9	1	1	18	5	1	1	30	15	4	1	9	20	4	1	10	10	1	1	32	16	1	1	32	9	1	1		
33	13	1	0	27	21	1	1	20	15	4	6	20	5	4	6	10	2	2	2	23	20	2	1	6	9	1	3	0	7	4	4	3	20	1	4	12	10	4	8	4	4	1	8	6	7	2	6	4	5	2	7	12	0	2	1	21	13	2	5	0	19	1	8	0	18	1	1	22	9	2	8	0	21	1	2	0	12	2	4	8	18	1	2	36	18	4	3	2	16	2	8	16	0	4	5	26	0	2	6	0	3	4	3	12	21	2	4	27	15	1	2	30	7	2	3	4	2	2	2	27	16	2	5	22	22	2	8	36	11	2	1	5	10	2	2	28	5	2	5	2	14	2	8	22	2	2	8	0	0	2	5	21	11	2	6	0	22	2	5		
2	14	2	4	31	4	4	8	4	18	2	1	20	8	4	5	2	16	2	3	36	0	4	3	12	12	1	4	28	10	2	4	2	12	2	4	12	13	1	6	6	3	1	4	14	14	1	5	18	15	1	4	0	16	4	1	17	6	2	6	2	18	2	0	12	20	4	7	2	1	2	8	2	4	2	4	4	8	4	8	20	0	2	4	22	18	2	8	13	6	2	1	36	8	2	1	20	16	4	1	22	16	2	1	12	16	4	4	24	20	4	1	10	20	4	1	31	0	4	4	20	20	4	1	0	8	4	1	0	20	4	1	26	2	4	1	0	4	4	1	0	0	4	1	0	12	4	1	2	8	4	1	38	14	4	1	8	20	4	1		
37	2	4	1	33	20	4	6	1	0	1	6	1	1	1	6	18	9	4	6	8	4	1	0	24	6	2	7	0	19	4	6	36	13	4	3	24	18	2	7	32	9	4	6	18	17	2	2	4	8	1	8	39	0	4	0	0	9	2	6	18	6	2	2	1	2	1	8	0	15	1	8	1	23	1	6	39	9	4	0	16	21	2	6	25	9	4	6	31	20	4	1	31	0	2	3	1	7	1	3	0	13	1	8	0	14	1	8	7	19	4	8	0	16	1	8	19	4	2	8	24	17	1	3	0	8	1	0	0	11	2	8	0	5	2	8	1	3	1	8	0	17	2	8	16	9	2	0	12	4	1	0	0	4	1	1	16	19	2	3		
12	10	2	3	4	0	4	5	4	22	1	5	0	11	1	2	1	2	4	2	12	13	2	6	0	21	1	3	0	16	1	1	36	5	4	3	16	8	2	8	10	1	1	3	8	13	4	3	4	4	1	8	4	7	1	7	0	6	1	8	20	15	2	8	22	10	2	5	16	20	2	8	2	12	1	8	38	21	2	0	0	0	1	0	38	12	4	1	36	17	1	0	34	21	1	0	22	2	2	8	6	5	1	3	34	0	1	0	14	2	2	3	26	0	2	3	36	1	1	0	34	19	2	1	32	18	1	1	20	17	1	3	0	23	1	3	16	19	1	3	16	23	1	3	0	19	1	3	0	20	1	3	0	9	1	3	16	18	1	3		
0	11	1	7	8	3	2	1	34	19	4	5	20	3	2	5	0	7	2	5	6	21	1	1	14	16	1	3	0	23	1	5	16	7	2	5	0	5	1	8	0	12	1	8	16	19	2	8	12	9	2	8	38	11	2	0	0	0	1	1	0	6	1	8	32	3	1	1	10	1	1	4	8	2	1	5	8	0	2	0	0	22	1	5	0	17	1	8	16	0	1	5	4	13	1	8	36	17	1	0	14	21	1	4	0	14	1	4	16	18	1	5	12	4	1	0	22	14	2	3	0	1	1	1	0	2	2	1	0	4	1	1	30	14	2	4	4	19	2	4	24	22	2	4	28	7	2	5	4	15	2	4	30	9	2	4	0	9	2	5		
18	9	2	7	24	12	4	2	22	4	2	7	12	14	4	8	1	8	1	8	31	13	4	8	20	11	1	4	1	16	1	1	1	6	1	8	1	4	2	5	33	20	4	0	18	22	1	0	0	21	2	8	34	20	4	5	6	17	4	5	2	11	2	8	3	1	1	3	29	0	4	8	1	7	1	8	13	2	4	5	0	14	2	5	25	16	4	5	38	1	2	0	23	0	4	3	27	15	1	0	19	18	4	5	27	20	4	5	1	0	4	1	19	0	4	3	37	6	4	1	0	13	1	5	25	20	4	1	3	3	1	1	0	9	4	1	0	23	1	5	31	19	1	1	2	9	1	3	2	10	1	3	0	17	4	5	3	0	1	3		
0	5	4	3	4	8	1	2	13	13	4	5	4	2	2	8	0	12	4	3	19	13	4	7	4	5	1	4	28	6	1	2	0	20	4	5	10	22	1	5	0	0	4	2	27	13	4	8	14	23	1	5	4	19	1	8	6	13	4	3	0	19	1	0	4	18	1	8	37	13	4	2	4	6	1	5	22	2	1	3	12	20	1	5	16	8	1	5	0	11	1	8	0	17	1	8	3	0	1	8	0	4	1	8	4	12	1	8	4	10	1	8	4	7	1	8	4	1	1	8	10	23	1	0	4	9	1	8	36	3	1	0	0	18	1	0	36	11	1	0	0	16	1	0	0	10	1	0	0	9	1	0	36	17	1	0	10	21	1	0		
22	16	2	8	20	12	1	4	34	20	4	5	0	10	2	2	15	3	1	3	12	19	1	6	17	2	1	2	3	1	4	7	22	10	2	8	4	18	1	8	0	8	1	8	5	6	2	8	23	6	1	2	6	11	2	2	0	4	4	2	22	15	1	2	12	11	2	3	0	20	4	3	11	1	4	3	4	14	4	8	3	5	1	8	3	0	1	8	8	19	4	3	12	20	4	8	4	13	1	8	15	1	1	3	36	6	4	3	0	9	1	8	4	19	4	3	21	20	4	3	31	1	4	8	15	4	1	3	6	10	1	3	0	16	4	3	22	14	1	3	18	14	4	3	25	20	4	3	13	14	4	3	0	12	4	3	29	20	4	3		
